TransactionID,CustomerID,TransactionAmount,TransactionType,Merchant,TransactionTime,Location,DeviceType,PreviousTransactions,AccountBalance,IsInternational,Fraud
TXN101197,CUST1113,1152.59,Credit,Amazon,2025-10-11 12:48:00,Chennai,Web,9,7647.01,No,0
TXN101198,CUST1355,430.19,Credit,Other,2025-03-12 23:59:00,Pune,ATM,4,20255.31,No,1
TXN101199,CUST1253,2322.71,Credit,Local Store,2025-08-18 06:50:00,Kolkata,Mobile,9,69353.18,No,0
TXN101200,CUST1180,216.4,Debit,Swiggy,2025-03-26 11:48:00,Delhi,Mobile,13,4577.77,No,0
TXN101201,CUST1207,1028.0,Debit,Flipkart,2025-10-18 18:54:00,Delhi,Mobile,9,67913.84,No,0
TXN101202,CUST1303,276.0,Credit,Zomato,2025-05-07 08:28:00,Delhi,Mobile,6,38045.23,No,0
TXN101203,CUST1127,1045.16,Debit,Uber,2025-12-04 06:22:00,Dubai,Mobile,7,26797.56,No,0
TXN101204,CUST1056,2461.2,Debit,Amazon,2025-08-07 02:23:00,Chennai,Mobile,6,20050.38,Yes,0
TXN101205,CUST1214,1319.49,Credit,Zomato,2025-04-20 20:15:00,Chennai,Mobile,8,42582.04,No,0
TXN101206,CUST1014,600.22,Debit,Apple,2025-06-23 12:37:00,Bengaluru,ATM,12,84873.23,No,0
TXN101207,CUST1474,2245.37,Debit,Other,2025-04-06 01:57:00,Bengaluru,Mobile,7,36079.96,No,0
TXN101208,CUST1028,71.13,Debit,Swiggy,2025-06-01 05:30:00,Bengaluru,Web,5,25391.86,No,0
TXN101209,CUST1471,1025.3,Debit,Other,2025-08-25 04:13:00,Kolkata,Mobile,11,225083.83,No,0
TXN101210,CUST1078,477.18,Credit,Uber,2025-08-06 13:35:00,Mumbai,Web,11,31717.22,No,0
TXN101211,CUST1216,1797.64,Debit,Local Store,2025-02-04 14:47:00,London,Mobile,8,8701.38,No,0
TXN101212,CUST1386,87.28,Debit,Zomato,2025-02-10 17:33:00,Bengaluru,Web,6,38020.05,No,0
TXN101213,CUST1365,688.51,Debit,Myntra,2025-08-10 08:46:00,Hyderabad,Mobile,7,19124.03,No,0
TXN101214,CUST1154,576.52,Debit,Uber,2025-07-21 08:34:00,London,Mobile,10,22815.97,No,0
TXN101215,CUST1014,2708.75,Debit,Local Store,2025-02-24 01:22:00,Kochi,Web,3,77562.55,Yes,0
TXN101216,CUST1187,496.55,Debit,Google,2025-07-09 08:07:00,Mumbai,Mobile,11,57431.53,No,0
TXN101217,CUST1312,878.35,Credit,Local Store,2025-02-28 20:41:00,Delhi,Mobile,5,7930.42,No,0
TXN101218,CUST1371,1177.35,Debit,Local Store,2025-10-26 17:52:00,Kochi,ATM,10,8127.49,No,0
TXN101219,CUST1007,1071.07,Debit,Uber,2025-12-25 18:37:00,Mumbai,ATM,9,33050.99,No,0
TXN101220,CUST1003,1049.69,Debit,Other,2025-08-17 07:28:00,Bengaluru,Mobile,8,61662.41,Yes,0
TXN101221,CUST1111,1166.41,Debit,Swiggy,2025-10-07 20:20:00,Kochi,Mobile,6,5516.42,No,0
TXN101222,CUST1407,1096.04,Credit,Uber,2025-03-25 13:56:00,Delhi,Mobile,8,61989.38,No,0
TXN101223,CUST1238,11807.89,Credit,Walmart,2025-05-31 20:28:00,Chennai,Mobile,6,189006.47,No,0
TXN101224,CUST1363,182.61,Credit,Flipkart,2025-01-30 16:07:00,Delhi,ATM,7,72385.33,No,0
TXN101225,CUST1239,497.11,Debit,ATM,2025-08-25 12:55:00,Mumbai,Mobile,6,16402.47,No,0
TXN101226,CUST1493,1046.2,Debit,Swiggy,2025-10-06 03:11:00,Dubai,Mobile,11,48124.74,No,0
TXN101227,CUST1274,3337.35,Debit,Myntra,2025-10-29 15:36:00,Chennai,ATM,13,35409.94,No,0
TXN101228,CUST1294,2846.35,Debit,Swiggy,2025-01-08 21:50:00,Dubai,Mobile,5,113136.87,No,0
TXN101229,CUST1227,3094.98,Credit,Apple,2025-09-05 20:18:00,Delhi,Web,7,69664.08,No,0
TXN101230,CUST1371,1058.56,Credit,Other,2025-08-23 19:13:00,Mumbai,Mobile,14,15150.18,No,0
TXN101231,CUST1015,3793.53,Debit,Myntra,2025-08-24 13:28:00,Bengaluru,Mobile,6,46182.27,No,0
TXN101232,CUST1192,602.22,Credit,Google,2025-01-15 18:41:00,Pune,Web,14,16070.53,No,0
TXN101233,CUST1473,2740.41,Credit,Uber,2025-02-07 15:09:00,Dubai,Mobile,5,64771.56,No,0
TXN101234,CUST1119,1325.03,Debit,Local Store,2025-07-02 00:13:00,Hyderabad,Mobile,12,24579.46,No,0
TXN101235,CUST1485,1348.73,Debit,Other,2025-08-04 17:35:00,Bengaluru,Mobile,9,28866.35,Yes,0
TXN101236,CUST1028,292.63,Debit,Uber,2025-09-09 17:02:00,Delhi,Mobile,9,33761.33,No,0
TXN101237,CUST1202,186.74,Debit,Apple,2025-10-02 00:37:00,Kochi,Mobile,4,19665.76,Yes,0
TXN101238,CUST1039,820.05,Debit,Other,2025-06-23 04:55:00,Chennai,Mobile,11,32204.01,No,0
TXN101239,CUST1441,999.08,Debit,Zomato,2025-01-30 01:49:00,Kolkata,Mobile,5,41947.08,No,0
TXN101240,CUST1273,357.38,Credit,Apple,2025-01-08 02:07:00,Delhi,Mobile,8,24080.25,No,0
TXN101241,CUST1231,2767.77,Debit,Walmart,2025-06-01 16:01:00,Hyderabad,Web,12,35049.47,No,0
TXN101242,CUST1086,481.37,Credit,Local Store,2025-04-21 14:52:00,Mumbai,Mobile,13,17017.29,No,0
TXN101243,CUST1474,1949.84,Credit,Local Store,2025-11-28 10:26:00,Bengaluru,Mobile,6,11814.22,No,0
TXN101244,CUST1126,817.11,Debit,Amazon,2025-12-11 23:22:00,Pune,Web,6,28981.97,No,0
TXN101245,CUST1300,2396.14,Debit,Zomato,2025-05-23 11:17:00,Kolkata,Mobile,10,63772.36,No,0
TXN101246,CUST1025,331.09,Debit,Amazon,2025-01-16 07:11:00,Delhi,Web,8,62231.88,No,0
TXN101247,CUST1145,220.31,Debit,Google,2025-11-19 04:17:00,Mumbai,Web,1,59369.98,No,0
TXN101248,CUST1013,1880.46,Debit,Flipkart,2025-04-10 16:01:00,Hyderabad,Mobile,16,63411.88,No,0
TXN101249,CUST1212,2573.99,Credit,ATM,2025-09-02 10:17:00,Kochi,Mobile,10,34136.21,No,0
TXN101250,CUST1025,1502.34,Debit,Flipkart,2025-05-11 09:31:00,Mumbai,ATM,4,19708.44,No,0
TXN101251,CUST1068,453.3,Debit,Uber,2025-06-14 17:19:00,Delhi,Mobile,7,24448.13,No,0
TXN101252,CUST1394,2156.81,Debit,Flipkart,2025-05-04 00:44:00,Delhi,Web,11,27151.53,No,0
TXN101253,CUST1067,,Credit,Local Store,2025-11-14 06:47:00,Mumbai,Mobile,8,18151.56,No,0
TXN101254,CUST1233,350.18,Debit,Apple,2025-12-23 11:13:00,Bengaluru,Mobile,2,46383.65,No,0
TXN101255,CUST1109,1718.21,Debit,Zomato,2025-02-17 13:27:00,Chennai,Mobile,8,18787.97,No,0
TXN101256,CUST1146,1264.64,Debit,Uber,2025-04-14 06:14:00,Chennai,Mobile,8,7425.7,No,0
TXN101257,CUST1111,1217.71,Debit,Uber,2025-03-28 00:13:00,Pune,Mobile,6,65773.14,No,0
TXN101258,CUST1228,275.04,Debit,Zomato,2025-08-07 22:21:00,Bengaluru,Web,10,43596.73,No,0
TXN101259,CUST1111,2497.08,Debit,Local Store,2025-06-13 05:42:00,Chennai,ATM,10,8152.26,No,0
TXN101260,CUST1470,637.38,Debit,ATM,2025-11-10 14:50:00,Kochi,Web,8,18288.81,No,0
TXN101261,CUST1034,573.69,Debit,Google,2025-06-11 20:37:00,Chennai,Mobile,6,27661.83,No,0
TXN101262,CUST1111,1728.74,Credit,Google,2025-01-17 12:22:00,Kolkata,ATM,16,29663.82,No,0
TXN101263,CUST1264,881.47,Credit,Uber,2025-12-20 19:32:00,Hyderabad,Web,8,144144.37,No,0
TXN101264,CUST1424,260.93,Debit,Google,2025-10-11 21:28:00,Chennai,ATM,7,14480.8,No,0
TXN101265,CUST1369,5061.75,Credit,Local Store,2025-04-17 10:05:00,Mumbai,Mobile,10,13824.34,No,0
TXN101266,CUST1236,1377.71,Debit,Walmart,2025-03-26 21:38:00,Chennai,Web,6,77157.65,No,0
TXN101267,CUST1083,1074.38,Debit,Walmart,2025-11-12 13:38:00,Kochi,Web,14,25914.51,No,0
TXN101268,CUST1042,1062.85,Credit,Amazon,2025-12-02 03:36:00,Delhi,Mobile,10,71683.13,No,0
TXN101269,CUST1425,1113.6,Credit,Swiggy,2025-09-26 06:48:00,Chennai,ATM,11,24357.34,No,0
TXN101270,CUST1101,1207.84,Credit,Myntra,2025-12-18 19:01:00,Bengaluru,Mobile,9,74157.05,Yes,1
TXN101271,CUST1006,3431.39,Debit,Flipkart,2025-10-22 10:06:00,Mumbai,Mobile,11,24145.48,No,0
TXN101272,CUST1180,5328.14,Debit,Google,2025-07-13 13:10:00,Bengaluru,ATM,10,27072.99,No,0
TXN101273,CUST1282,820.74,Credit,Walmart,2025-09-24 17:13:00,Bengaluru,Mobile,4,13658.66,No,0
TXN101274,CUST1320,2156.83,Debit,Apple,2025-03-25 12:23:00,Delhi,ATM,9,108659.72,No,0
TXN101275,CUST1226,2052.97,Debit,Zomato,2025-01-01 02:39:00,Kochi,Web,11,16893.25,No,0
TXN101276,CUST1443,2185.13,Credit,Swiggy,2025-04-24 04:33:00,Mumbai,Mobile,8,11409.19,No,0
TXN101277,CUST1440,3910.72,Credit,Amazon,2025-09-12 20:43:00,Pune,Mobile,13,100217.08,No,0
TXN101278,CUST1315,2570.57,Credit,Myntra,2025-04-13 07:09:00,Dubai,Web,6,48734.87,No,0
TXN101279,CUST1365,1664.41,Debit,Walmart,2025-03-16 15:47:00,Bengaluru,Web,17,97570.44,No,0
TXN101280,CUST1454,581.4,Credit,Amazon,2025-01-11 05:43:00,Kochi,ATM,6,17414.99,No,0
TXN101281,CUST1229,1485.19,Debit,Other,2025-02-02 00:21:00,Pune,ATM,10,46811.07,No,0
TXN101282,CUST1377,385.31,Debit,Swiggy,2025-06-18 13:17:00,Hyderabad,Mobile,4,84972.11,No,0
TXN101283,CUST1289,1739.18,Debit,Zomato,2025-08-29 12:51:00,London,Mobile,9,12620.34,No,0
TXN101284,CUST1437,1509.13,Debit,Flipkart,2025-06-10 03:24:00,Bengaluru,ATM,8,37984.87,No,0
TXN101285,CUST1150,262.04,Debit,Walmart,2025-05-11 04:10:00,Bengaluru,Mobile,7,21165.41,Yes,0
TXN101286,CUST1277,685.94,Debit,ATM,2025-08-22 23:07:00,Pune,Mobile,6,22138.73,Yes,0
TXN101287,CUST1198,522.46,Debit,Zomato,2025-12-05 05:10:00,Mumbai,Web,7,16061.5,No,0
TXN101288,CUST1070,2214.64,Debit,Myntra,2025-10-09 13:33:00,Hyderabad,ATM,12,40932.47,No,0
TXN101289,CUST1112,817.25,Debit,Google,2025-04-28 05:05:00,Bengaluru,Web,7,24880.43,No,0
TXN101290,CUST1004,264.25,Debit,Swiggy,2025-05-23 00:55:00,Pune,Mobile,12,14852.39,No,0
TXN101291,CUST1350,1712.75,Debit,Myntra,2025-05-05 21:18:00,Pune,Web,6,86246.14,No,0
TXN101292,CUST1331,1348.38,Credit,Flipkart,2025-07-06 22:00:00,Delhi,Web,10,30902.31,No,0
TXN101293,CUST1446,1242.03,Credit,Zomato,2025-11-25 07:39:00,London,ATM,4,9178.34,No,0
TXN101294,CUST1318,364.16,Debit,Local Store,2025-11-03 21:04:00,,ATM,5,17786.5,No,0
TXN101295,CUST1350,1973.86,Credit,Flipkart,2025-08-11 17:52:00,Bengaluru,Mobile,9,9796.55,Yes,0
TXN101296,CUST1095,979.37,Debit,Other,2025-06-21 23:24:00,Kolkata,Web,6,18587.99,No,0
TXN101297,CUST1152,922.34,Debit,Uber,2025-05-19 17:35:00,Pune,ATM,5,,No,0
TXN101298,CUST1311,311.71,Credit,Walmart,2025-02-13 10:31:00,Bengaluru,Mobile,7,47306.48,No,0
TXN101299,CUST1137,323.17,Debit,Google,2025-04-26 11:17:00,Chennai,Mobile,6,56041.53,No,0
TXN101300,CUST1247,66134.8,Credit,ATM,2025-02-26 02:51:00,Kochi,ATM,6,18623.85,No,0
TXN101301,CUST1387,346.14,Debit,Swiggy,2025-11-19 05:48:00,London,Mobile,8,22763.61,No,1
TXN101302,CUST1243,133.33,Credit,Apple,2025-09-13 17:46:00,Kolkata,Mobile,10,41349.64,No,0
TXN101303,CUST1031,745.88,Debit,ATM,2025-06-12 13:44:00,Bengaluru,Mobile,10,56786.98,No,0
TXN101304,CUST1040,906.43,Debit,Zomato,2025-05-21 12:26:00,London,Mobile,9,26764.94,No,0
TXN101305,CUST1229,438.39,Debit,Other,2025-05-09 02:16:00,Dubai,Mobile,12,48125.23,No,0
TXN101306,CUST1036,482.14,Debit,Local Store,2025-10-05 02:09:00,Delhi,Mobile,6,19532.82,No,0
TXN101307,CUST1408,973.78,Debit,Apple,2025-12-11 11:23:00,Kochi,ATM,5,5932.29,Yes,0
TXN101308,CUST1223,1578.85,Credit,ATM,2025-04-05 21:23:00,Kochi,Web,15,58666.64,No,0
TXN101309,CUST1006,270.43,Debit,Other,2025-12-07 08:03:00,Dubai,Web,3,45369.73,No,0
TXN101310,CUST1322,738.3,Debit,Walmart,2025-03-20 20:30:00,Kochi,Mobile,4,27639.31,No,0
TXN101311,CUST1468,1094.72,Debit,Walmart,2025-12-03 05:06:00,Kolkata,Web,11,33900.16,No,0
TXN101312,CUST1220,863.54,Debit,Swiggy,2025-03-05 08:18:00,Delhi,Web,9,70783.6,No,0
TXN101313,CUST1075,551.88,Credit,ATM,2025-04-03 13:36:00,Mumbai,Web,10,29544.98,No,0
TXN101314,CUST1004,393.45,Debit,Local Store,2025-12-14 03:49:00,Kolkata,Mobile,12,3396.33,No,0
TXN101315,CUST1335,6184.41,Debit,Walmart,2025-12-27 06:07:00,Kochi,Mobile,7,6484.95,No,0
TXN101316,CUST1134,105.96,Debit,Apple,2025-05-05 20:07:00,London,Web,10,81149.79,Yes,0
TXN101317,CUST1118,3057.43,Debit,Local Store,2025-09-30 02:58:00,Mumbai,Web,13,46396.24,No,0
TXN101318,CUST1369,349.85,Credit,Other,2025-06-16 16:16:00,Delhi,Web,7,69699.72,No,0
TXN101319,CUST1094,1394.58,Debit,Apple,2025-01-23 12:41:00,Mumbai,Web,7,90654.59,No,0
TXN101320,CUST1486,1185.84,Debit,Flipkart,2025-06-15 07:18:00,Kolkata,Mobile,11,86797.96,Yes,0
TXN101321,CUST1435,387.82,Credit,Other,2025-02-01 02:00:00,Kolkata,Web,5,10332.34,No,0
TXN101322,CUST1062,904.83,Credit,Myntra,2025-07-18 08:22:00,Chennai,Mobile,15,25557.05,No,0
TXN101323,CUST1441,737.21,Debit,Local Store,2025-08-30 13:40:00,Delhi,Web,8,15308.72,No,0
TXN101324,CUST1194,1127.45,Debit,Amazon,2025-03-10 10:18:00,Chennai,ATM,4,33606.79,No,0
TXN101325,CUST1335,3951.9,Debit,Myntra,2025-12-22 05:11:00,Chennai,Web,16,10763.57,Yes,0
TXN101326,CUST1203,4550.1,Debit,Other,2025-06-03 11:55:00,Kochi,Mobile,11,30706.22,No,0
TXN101327,CUST1392,N/A,Credit,ATM,2025-09-23 18:56:00,Bengaluru,Mobile,10,8169.17,No,0
TXN101328,CUST1026,1549.61,Debit,Myntra,2025-09-05 01:39:00,Hyderabad,Web,4,22917.54,No,0
TXN101329,CUST1435,3037.08,Debit,Local Store,2025-07-13 07:15:00,Chennai,ATM,6,88770.51,No,0
TXN101330,CUST1173,N/A,Debit,Google,2025-09-13 06:10:00,Bengaluru,Mobile,8,17825.33,No,0
TXN101331,CUST1300,1997.41,Debit,Walmart,2025-07-06 02:26:00,Pune,Mobile,4,17685.86,No,0
TXN101332,CUST1133,11851.19,Debit,Flipkart,2025-11-13 21:31:00,Mumbai,Mobile,11,32676.62,No,0
TXN101333,CUST1326,350.65,Debit,Google,2025-09-27 08:41:00,Dubai,Web,12,34082.74,No,0
TXN101334,CUST1410,1769.84,Debit,Google,2025-08-02 23:12:00,Mumbai,Web,3,37623.62,No,0
TXN101335,CUST1118,400.29,Debit,Amazon,2025-04-17 07:17:00,Bengaluru,ATM,8,16378.35,No,0
TXN101336,CUST1324,586.92,Debit,Zomato,2025-02-07 21:35:00,Hyderabad,Mobile,10,18938.74,No,0
TXN101337,CUST1275,681.54,Debit,Local Store,2025-11-26 03:18:00,Pune,Web,8,31295.91,No,0
TXN101338,CUST1212,1707.62,Debit,Apple,2025-10-18 20:15:00,Delhi,Mobile,3,62172.19,No,0
TXN101339,CUST1225,8317.96,Debit,Walmart,2025-11-30 21:28:00,Dubai,Mobile,7,17193.22,No,0
TXN101340,CUST1020,603.62,Debit,ATM,2025-06-13 12:29:00,Delhi,Web,9,25646.79,Yes,0
TXN101341,CUST1113,3007.07,Debit,Google,2025-03-27 11:46:00,Mumbai,Mobile,14,6963.69,No,0
TXN101342,CUST1140,445.06,Debit,Flipkart,2025-11-21 21:15:00,Pune,Mobile,9,21435.38,No,0
TXN101343,CUST1047,706.7,Debit,Zomato,2025-07-28 16:06:00,London,Web,15,34585.18,No,0
TXN101344,CUST1001,4075.61,Credit,Amazon,2025-01-02 13:37:00,Hyderabad,Mobile,9,57114.05,Yes,0
TXN101345,CUST1090,2855.1,Credit,Uber,2025-07-21 01:08:00,Bengaluru,Mobile,8,16487.55,No,0
TXN101346,CUST1142,726.45,Credit,Walmart,2025-03-19 13:55:00,Delhi,Mobile,5,33818.75,No,0
TXN101347,CUST1320,598.49,Debit,Uber,2025-01-19 12:14:00,Mumbai,Web,7,36450.88,No,0
TXN101348,CUST1038,1752.08,Credit,Myntra,2025-08-27 14:07:00,London,ATM,9,7754.09,No,0
TXN101349,CUST1293,570.17,Debit,Google,2025-07-22 09:44:00,Mumbai,Mobile,9,11582.0,No,0
TXN101350,CUST1382,678.64,Debit,Swiggy,2025-12-06 12:26:00,Chennai,Web,10,43339.63,No,0
TXN101351,CUST1139,734.03,Debit,Walmart,2025-03-24 08:21:00,London,Mobile,3,31113.15,No,0
TXN101352,CUST1356,917.55,Credit,Apple,2025-03-30 20:07:00,Kochi,Mobile,5,31927.43,No,0
TXN101353,CUST1333,611.97,Debit,Zomato,2025-01-25 03:33:00,Bengaluru,Mobile,10,14806.54,No,0
TXN101354,CUST1491,213.86,Debit,Flipkart,2025-10-20 08:03:00,Dubai,ATM,16,10036.35,No,0
TXN101355,CUST1259,5177.67,Credit,Walmart,2025-08-24 02:20:00,Hyderabad,Mobile,7,42577.26,No,0
TXN101356,CUST1161,2492.21,Credit,Apple,2025-12-15 07:50:00,Hyderabad,Web,8,33706.4,No,0
TXN101357,CUST1390,1004.95,Debit,Local Store,2025-09-14 19:56:00,Dubai,Mobile,10,6936.67,No,0
TXN101358,CUST1178,523.98,Debit,Uber,2025-05-30 03:24:00,Delhi,ATM,2,27608.32,No,0
TXN101359,CUST1010,3651.88,Debit,Local Store,2025-03-26 19:18:00,Chennai,Web,11,113067.82,No,0
TXN101360,CUST1261,1750.39,Debit,Zomato,2025-08-03 22:41:00,Hyderabad,Web,13,46621.06,No,0
TXN101361,CUST1407,573.23,Debit,Amazon,2025-04-18 09:06:00,Pune,ATM,7,15190.87,No,0
TXN101362,CUST1138,1821.65,Debit,Google,2025-06-20 15:39:00,Bengaluru,Web,4,33695.85,No,0
TXN101363,CUST1172,1188.83,Credit,Walmart,2025-11-29 04:36:00,Delhi,Web,6,25480.26,Yes,0
TXN101364,CUST1386,1254.27,Debit,Swiggy,2025-07-13 19:07:00,Kolkata,Mobile,10,102208.47,No,0
TXN101365,CUST1013,2596.66,Debit,Uber,2025-08-04 02:15:00,Hyderabad,Mobile,9,12782.79,No,0
TXN101366,CUST1168,1809.92,Debit,Uber,2025-08-08 18:40:00,Kolkata,Web,10,78797.54,No,0
TXN101367,CUST1130,2575.79,Debit,Walmart,2025-08-22 11:47:00,Dubai,Mobile,7,12146.09,No,0
TXN101368,CUST1084,6855.69,Debit,Myntra,2025-06-17 06:51:00,Mumbai,Mobile,9,38192.06,No,0
TXN101369,CUST1321,1965.71,Debit,Local Store,2025-04-24 22:34:00,Mumbai,Mobile,6,48234.59,No,0
TXN101370,CUST1319,11515.0,Debit,Uber,2025-11-25 16:34:00,Bengaluru,Mobile,8,70642.32,No,0
TXN101371,CUST1101,3620.08,Debit,Apple,2025-12-20 18:52:00,Delhi,Web,5,52905.19,No,0
TXN101372,CUST1329,857.7,Debit,Flipkart,2025-07-20 13:36:00,Dubai,Mobile,11,9478.52,No,0
TXN101373,CUST1273,241.31,Credit,Google,2025-04-09 04:05:00,Hyderabad,ATM,8,29758.39,No,1
TXN101374,CUST1265,3656.38,Credit,Uber,2025-11-08 20:36:00,Mumbai,ATM,9,43626.05,No,0
TXN101375,CUST1459,301.32,Debit,Apple,2025-02-13 09:47:00,Mumbai,ATM,5,67153.76,No,0
TXN101376,CUST1399,1280.81,Debit,Zomato,2025-02-09 16:14:00,Delhi,Mobile,7,12734.83,No,0
TXN101377,CUST1408,2258.51,Debit,Zomato,2025-04-03 11:32:00,Bengaluru,Mobile,11,14700.94,No,0
TXN101378,CUST1038,375.09,Credit,Google,2025-06-17 12:25:00,Kochi,ATM,8,9920.45,Yes,0
TXN101379,CUST1419,584.16,Debit,Myntra,2025-05-15 01:49:00,Hyderabad,ATM,8,29724.7,Yes,0
TXN101380,CUST1094,378.4,Credit,ATM,2025-05-01 20:37:00,Pune,Web,7,36419.63,No,0
TXN101381,CUST1095,8644.26,Debit,ATM,2025-10-28 16:35:00,Delhi,Mobile,15,38789.19,No,0
TXN101382,CUST1305,2285.71,Credit,Swiggy,2025-12-11 10:53:00,Delhi,Mobile,14,24357.66,No,0
TXN101383,CUST1069,531.87,Credit,Google,2025-07-24 04:25:00,Bengaluru,Web,13,27314.56,No,0
TXN101384,CUST1318,235.06,Credit,Amazon,2025-12-14 06:58:00,Pune,Mobile,8,27474.76,Yes,0
TXN101385,CUST1444,458.66,Debit,Myntra,2025-06-29 00:43:00,Bengaluru,Web,11,24973.04,Yes,0
TXN101386,CUST1236,585.1,Debit,Uber,2025-08-08 15:15:00,Chennai,Web,9,7507.28,No,0
TXN101387,CUST1434,629.59,Debit,ATM,2025-01-09 21:48:00,Delhi,Web,11,14509.48,No,0
TXN101388,CUST1334,2420.9,Debit,Google,2025-12-25 21:55:00,Pune,Mobile,8,44500.32,No,0
TXN101389,CUST1373,267.51,Debit,ATM,2025-06-05 04:21:00,Chennai,Web,6,21302.85,No,0
TXN101390,CUST1376,3252.98,Debit,Other,2025-11-01 05:20:00,Chennai,ATM,6,20422.13,No,0
TXN101391,CUST1459,180.09,Debit,Local Store,2025-10-15 04:03:00,Kochi,Web,16,76858.85,No,0
TXN101392,CUST1137,1017.4,Debit,Zomato,2025-09-11 05:42:00,Kochi,Web,5,66602.24,No,0
TXN101393,CUST1418,546.68,Debit,Other,2025-07-15 15:55:00,Bengaluru,Web,7,17191.78,No,0
TXN101394,CUST1076,2964.91,Debit,Apple,2025-08-23 23:44:00,Delhi,Web,7,90974.75,No,0
TXN101395,CUST1483,4630.61,Credit,Google,2025-06-16 11:19:00,Mumbai,Web,11,25675.18,No,0
TXN101396,CUST1035,2462.12,Debit,Local Store,2025-07-04 17:30:00,Kolkata,Mobile,7,54173.41,No,0
TXN101397,CUST1001,1707.17,Debit,Myntra,2025-11-01 03:00:00,Kochi,Mobile,10,28971.65,Yes,0
TXN101398,CUST1296,838.3,Debit,Amazon,2025-02-05 16:14:00,Chennai,Mobile,5,18400.62,No,0
TXN101399,CUST1320,4193.43,Credit,Apple,2025-03-21 10:37:00,Pune,Mobile,14,54252.08,No,0
TXN101400,CUST1406,403.17,Debit,Flipkart,2025-06-22 14:32:00,Mumbai,Mobile,5,15114.12,No,0
TXN101401,CUST1060,1714.95,Debit,ATM,2025-09-26 13:21:00,Delhi,Mobile,4,26424.78,Yes,0
TXN101402,CUST1320,3244.15,Debit,Amazon,2025-10-21 23:32:00,Kolkata,ATM,8,29669.05,No,0
TXN101403,CUST1349,2741.17,Debit,Uber,2025-07-23 04:15:00,Dubai,Mobile,15,22268.75,No,0
TXN101404,CUST1328,1860.82,Debit,Other,2025-10-13 12:04:00,Chennai,Mobile,8,10723.81,No,0
TXN101405,CUST1267,1810.89,Credit,Local Store,2025-01-21 08:56:00,Chennai,Mobile,11,43476.03,No,0
TXN101406,CUST1361,2676.35,Credit,Google,2025-02-08 10:30:00,Bengaluru,Web,8,59307.71,No,0
TXN101407,CUST1229,960.19,Debit,ATM,2025-12-21 11:50:00,London,Mobile,4,33629.23,No,0
TXN101408,CUST1270,4567.4,Debit,Other,2025-02-12 12:40:00,Pune,Mobile,7,16805.51,No,0
TXN101409,CUST1316,8578.24,Debit,Other,2025-10-05 08:11:00,Delhi,Mobile,5,151105.06,No,0
TXN101410,CUST1286,172.69,Debit,Google,2025-05-06 19:56:00,Chennai,Web,11,25001.38,No,0
TXN101411,CUST1291,739.57,Debit,Walmart,2025-08-07 18:14:00,Dubai,ATM,9,24682.59,No,0
TXN101412,CUST1213,359.34,Debit,Zomato,2025-11-09 08:03:00,Kochi,ATM,10,3314.59,No,0
TXN101413,CUST1165,571.04,Credit,Uber,2025-05-09 05:06:00,Kolkata,Mobile,6,11722.46,No,0
TXN101414,CUST1005,1241.22,Credit,Local Store,2025-09-21 05:19:00,Hyderabad,Web,13,70996.73,No,0
TXN101415,CUST1339,1756.39,Debit,Google,2025-11-03 06:48:00,Chennai,Web,11,351400.63,No,0
TXN101416,CUST1379,929.69,Debit,Flipkart,2025-07-09 21:32:00,Delhi,Mobile,3,77992.93,No,0
TXN101417,CUST1078,2070.76,Debit,Apple,2025-06-17 06:13:00,Pune,Mobile,14,13609.25,No,0
TXN101418,CUST1410,524.98,Debit,Uber,2025-05-03 17:43:00,Chennai,Mobile,9,42491.86,Yes,0
TXN101419,CUST1062,731.59,Debit,Myntra,2025-03-04 17:06:00,Kolkata,Web,8,22210.94,No,0
TXN101420,CUST1132,2092.14,Debit,Flipkart,2025-03-06 10:09:00,Hyderabad,Mobile,10,22725.95,Yes,0
TXN101421,CUST1089,787.84,Credit,Apple,2025-03-02 14:25:00,Pune,Mobile,3,11199.28,Yes,0
TXN101422,CUST1237,302.16,Credit,ATM,2025-02-06 09:48:00,Delhi,Mobile,8,43897.56,No,0
TXN101423,CUST1042,10216.4,Debit,Swiggy,2025-02-04 01:47:00,Chennai,Mobile,5,11482.5,No,0
TXN101424,CUST1089,2802.36,Debit,Zomato,2025-03-19 22:17:00,Delhi,Web,8,5294.63,No,0
TXN101425,CUST1402,1290.86,Debit,ATM,2025-10-18 09:44:00,Mumbai,Web,10,21872.53,No,0
TXN101426,CUST1296,2676.63,Debit,Uber,2025-04-10 07:00:00,Bengaluru,Web,1,4361.39,No,0
TXN101427,CUST1328,1664.58,Debit,Local Store,2025-12-15 20:47:00,Kochi,Mobile,6,16219.61,No,0
TXN101428,CUST1295,224.04,Debit,Amazon,2025-08-22 22:11:00,Chennai,Mobile,10,46616.81,No,0
TXN101429,CUST1104,1278.21,Debit,Apple,2025-05-26 08:49:00,Hyderabad,Mobile,7,69482.53,No,0
TXN101430,CUST1014,531.98,Debit,Myntra,2025-06-28 17:14:00,Chennai,ATM,8,47964.15,No,0
TXN101431,CUST1288,1227.71,Credit,Google,2025-12-30 11:26:00,Chennai,ATM,7,25007.44,No,0
TXN101432,CUST1179,1643.14,Debit,Amazon,2025-02-12 12:15:00,Hyderabad,Web,11,19769.83,No,0
